vernacular_name,scientific_name,used_parts,harvest,preservation,desease,GBIF,GBIF_id,theferns,hazards,habitat,habit,cultivation,edible,others,agroforestry,propagation
Lavender (EN); Lavanda (IT);,Lavandula angustifolia Mill.,,"Pick the flower heads early in the morning when the sun is out, during the summer","Dry in bunches hung up, away from light, and store in airtight containers",To regulate menstrual cycle;,https://www.gbif.org/species/2927305,2927305,https://temperate.theferns.info/viewtropical.php?id=Lavandula+angustifolia,,"Dry grassy slopes amongst rocks, in exposed, usually parched, hot rocky situations often on calcareous soils.",evergreen shrub,"A moderately cold-hardy plant, being able to tolerate temperatures down to between -10 and -15°c. Succeeds in almost any soil so long as it is well-drained and not too acid. Prefers a sunny position in a neutral to alkaline soil. Prefers a light warm dry soil. When grown in rich soils the plants tend to produce more leaves but less essential oils. Established plants are drought tolerant. Plants are very tolerant of salt wind exposure. When growing for maximum essential oil content, the plant must be given a very warm sunny position and will do best in a light sandy soil, the fragrance being especially pronounced in a chalky soil. Lavender is a very ornamental plant that is often grown in the herb garden and is also grown commercially for its essential oil, though many of the commercial varieties are results of hybridisation with Lavendula latifolia. Not a very long-lived plant, it can be trimmed to keep it tidy but is probably best replaced every 10 years. Any trimming is best done in spring and should not be done in the autumn since this can encourage new growth that will not be very cold-hardy.","Leaves, petals and flowering tips - raw. Used as a condiment in salads, soups, stews etc. They provide a very aromatic flavour and are too strong to be used in any quantity. The fresh or dried flowers are used as a tea. The fresh flowers are also crystallized or added to jams, ice-creams, vinegars etc as a flavouring. An essential oil from the flowers is used as a food flavouring.","The essential oil that is obtained from the flowers is of very high quality, it is colourless, sweet and free from camphor. Considered to be the finest quality lavender essential oil, it is exquisitely scented and has a very wide range of applications, both in the home and commercially. It is more expensive to produce than lavandin oil from Lavandula x intermedia, so its use is often reserved for making higher quality products including perfumes, colognes and cosmetic products such as lotions. It is also used as a detergent and cleaning agent, a food flavouring etc and as an insect repellent. The essential oil is an effective inhibitor of hydrochloric acid corrosion when coated over steel. When growing the plant for its essential oil content, it is best to harvest the flowering stems as soon as the flowers have faded. The aromatic leaves and flowers are used in pot-pourri and as an insect repellent in the linen cupboard etc. They have been used in the past as a strewing herb in order to impart a sweet smell to rooms and to deter insects. The leaves are also added to bath water for their fragrance and therapeutic properties. They are also said to repel mice. The flowering stems, once the flowers have been removed for use in pot-pourri etc, can be tied in small bundles and burnt as incense sticks.","Lavender can be grown as a low hedge, responding well to trimming. There are several varieties, such as 'Hidcote Variety', 'Loddon Pink' and 'Folgate Blue' that are suitable for using as dwarf hedges 30 - 50cm tall. A good bee plant, also attracting butterflies and moths. Lavender makes a good companion for most plants, growing especially well with cabbages.","Seed - sow spring in a greenhouse and only just cover the seed. It usually germinates in 1 - 3 months at 15°c. When large enough to handle, prick the seedlings out into individual pots and grow them on in the greenhouse or cold frame for their first winter, planting them out in late spring after the last expected frosts. Cuttings of half-ripe wood 7 - 10cm with a heel, mid summer in a frame. Usually very easy, a high percentage will root within a few weeks. Grow them on in the greenhouse for their first winter and plant them out in late spring after the last expected frosts. Cuttings 7cm with a heel succeed at almost any time of the year. Layering."
Common horehound (EN); Marrubbio (IT);,Marrubium vulgare,Leaves; Flowering tops;,Harvest at the start of flowering (spring–summer),"Dry in a cool, well-ventilated and dry place, tied in bunches, and store in paper bags to protect them from moisture",To regulate menstrual cycle;,https://www.gbif.org/species/2927069,2927069,https://temperate.theferns.info/viewtropical.php?id=Marrubium+vulgare,,,perennial,"A very cold-hardy plant, able to tolerate temperatures down to around -35°c when fully dormant. White horehound is an easily grown plant that succeeds in most well-drained soils, though it flourishes best in a poor dry soil.  Another report says that the plant flourishes best where there is plenty of nitrogen in the soil. It prefers neutral to alkaline soil conditions  and requires a warm sunny position if it is to do well. Often grown in the herb garden and sometimes cultivated commercially as a medicinal herb. If the plant is cut back after flowering it will normally produce a second crop of leaves. The fresh leaves have a pronounced musky smell, though this is lost once the plant is dried. A good bee plant.","The leaves are used as a seasoning. Bitter and pungent, they are sometimes used to flavour herb beer or liqueurs. Horehound ale is a fairly well-known drink made from the leaves. A mild pleasantly flavoured tea is made from the fresh or dried leaves,  it is a favourite cough remedy.","An essential oil is obtained from the plant and used as a flavouring in liqueurs. The plant has been used as a cure for cankerworm in trees. The growing plant repels flies.","White horehound is a good companion plant for growing near tomatoes. The tomatoes crop for a longer period and also produce a heavier crop.","Seed - sow mid spring or mid summer to early autumn in a cold frame. Germination can be slow and erratic. Prick out the seedlings into individual pots when they are large enough to handle and plant them out in the following spring. Basal cuttings in late spring. Harvest the shoots with plenty of underground stem when they are about 8 - 10cm above the ground. Pot them up into individual pots and keep them in light shade in a cold frame or greenhouse until they are rooting well. Plant them out in the summer. Division in spring. Larger clumps can be replanted direct into their permanent positions, though it is best to pot up smaller clumps and grow them on in a cold frame until they are rooting well. Plant them out in the spring."
Wild marjoram (EN); Origano (IT);,Origanum vulgare,,"Harvest during the summer, once the plant has finished flowering","Dry in the shade and in the open air, and store in airtight containers",Amenorrhea;        ,https://www.gbif.org/species/2926612,2926612,https://temperate.theferns.info/viewtropical.php?id=Origanum+vulgare,,"Dry grassy areas and scrub, usually on calcareous soils",perennial,"Requires a rather dry, warm, well-drained soil in full sun, but is not fussy as to soil type, thriving on chalk. Prefers slightly alkaline conditions. Tolerates poor soils. Dislikes wet soils. Hardy to about -20°c. Oregano has a long history of culinary and medicinal use and is often cultivated in modern gardens as a culinary herb, there are some named varieties. Plants growing near the sea have the most fragrance. A good companion plant, improving the flavour of nearby plants. The flowers are very attractive to bees and butterflies. A good companion for the cucumber family,  it is beneficial to all nearby plants. The whole plant has a sweet yet slightly peppery aroma. Members of this genus are rarely if ever troubled by browsing deer.","Leaves - raw or cooked as a potherb.  Oregano is an important flavouring herb in Mediterranean cookery, and is often used dried rather than fresh.  The leaves are used as a flavouring for salad dressings, vegetables and legumes, and are frequently included in strongly flavoured dishes with chillies, garlic, onions etc. A nutritional analysis is available. Much of the commercially available dried oregano does not come from this plant but from a number of different, often unrelated plants. These include Lippia graveolens, L. palmeri and Origanum syriacum. A herb tea is made from the dried leaves and flowering stems.","An essential oil from the plant is used as a food flavouring, in soaps and perfumery. The herb contains 0.15 - 0.4% essential oil and makes good herbal pillows and baths. The plant was formerly used as a strewing herb. The essential oil has also been used to kill lice, though some caution is advised since it can cause skin irritations. A red or purple dye is obtained from the flowering tops, it is neither brilliant nor durable. The plant repels ants. The growing plant repels many insect pests so it is a good plant to grow in the vegetable area. A useful ground cover for sunny positions, forming a slowly spreading clump. Plants should be spaced about 30cm apart each way.",,"Seed - sow early spring at 10 - 13°c and only just cover the seed. Germination usually takes place within 2 weeks. Prick out the seedlings into individual pots when they are large enough to handle and plant them out into their permanent positions in early summer. The seed can also be sown in situ in late spring. Division in early spring or early autumn. Very easy, larger divisions can be planted out direct into their permanent positions. We have found that it is better to pot up the smaller divisions and grow them on in light shade in a cold frame until they are well established before planting them out in late spring or early summer. Basal cuttings of young barren shoots in early summer. Very easy. Harvest the shoots with plenty of underground stem when they are about 8 - 10cm above the ground. Pot them up into individual pots and keep them in light shade in a cold frame or greenhouse until they are rooting well. Plant them out in the summer."
Vitex (EN); Agnocasto (IT);,Vitex agnus-castus,Flowers;,,,Amenorrhea;        ,https://www.gbif.org/species/2925562,2925562,https://temperate.theferns.info/viewtropical.php?id=Vitex+agnus-castus,,"Damp places by streams and on the littoral",dedicious shrub,"Prefers a light well-drained loamy soil in a warm sunny position sheltered from cold drying winds. Succeeds in dry soils. Intolerant of water-logging. Plants only flower freely in a warm summer, so they are best grown against a sunny wall even in areas of the country where they are hardy. The plants failed to open their flowers on our Cornish trial ground even after a very hot summer. The flowers are produced so late in the season that they are unlikely to produce viable seed in this country even if they flower properly. The whole plant is aromatic, the leaves and stems are strongly aromatic, the flowers are deliciously scented and the dried seeds have a pungent lemony perfume. Flowers are produced at the ends of the current year's growth. Any pruning is best carried out in the spring and should consist of cutting out dead wood and shortening last year's flowering branches.","The fruit is used as a condiment, it is a pepper substitute. The aromatic leaves are also used as a spice. This plant forms one of the ingredients of the legendary Moroccan spice mixture 'ras el hanout'.",,,"Seed - sow early spring in a warm greenhouse. The seed does not need pre-treatment. Germination is usually free and quick. Prick out the seedlings into individual pots when they are large enough to handle and grow them on in the greenhouse for their first winter. Plant them out into their permanent positions in early summer of the following year. Cuttings of half-ripe wood, 5 - 8cm with a heel, mid summer in a frame. Good percentage. Cuttings of mature wood of the current seasons growth, late autumn in a cold frame."
Giant reed (EN); Canna (IT);,Arundo donax,Roots;,,,To regulate menstrual cycle; Amenorrhea;        ,https://www.gbif.org/species/2703041,2703041,https://temperate.theferns.info/viewtropical.php?id=Arundo+donax,,"Ditches, riversides and marshland. Often found on sand dunes near seashores.",evergreen perennial,"The plant is reported to tolerate annual precipitation in the range of 300 - 4,000mm, an average annual temperature range of 9 - 28.5°c. Prefers a moist fertile soil in a sunny sheltered position, preferably by water.  Said to tolerate all types of soils, from heavy clays to loose sands and gravelly soils. It tolerates some salt. Tolerates a pH in the range 5.0 to 8.7. t grows best along river banks and in other wet places, and is best developed in poor sandy soil and in sunny situations. Plants can be grown as a specimen in lawns etc, succeeding in quite coarse grass. Extensively cultivated in S. Europe for basket making etc.","Rhizome - raw or cooked. The rhizome can be dried and ground into a powder to make bread, usually in conjunction with cereal flours.  It can also be roasted or boiled. Leaves - cooked as a potherb. They are very bitter. The young shoots are used.","Brooms are made from the terminal panicles. The leaves can be woven into mats etc, whilst the split and flattened stems are used to make screens, walls of houses etc. A yellow dye is obtained from the pollen. The stems of the plant have a multitude of applications. They are used as plant supports for vines and other climbing plants and to make clarinets, bag-pipes etc. They are also used as pipe stems for roofing, to make screens, walking sticks and in basketry. They are used to make the reeds of clarinets and organ pipes. The stems can be harvested as desired at any time of the year. The fibre from the stems can be used to make a high quality paper.",,"Seed - surface sow in a greenhouse in late winter to mid spring. Stand the pots in about 3cm of water to keep the soil moist until the seed germinates. It usually germinates in 1 - 3 months at 15°c. When large enough to handle, prick the seedlings out into individual pots and grow them on in the greenhouse for at least their first winter. Once they are 20cm or more tall, plant them out into their permanent positions in late spring or early summer. Division in spring. Whilst large divisions can be planted out direct into their permanent positions, we have found that it is best to pot the divisions up and keep them in light shade in a greenhouse until they are rooting away well. Stem cuttings, placed in water, root easily."
Bermuda grass (EN); Gramigna (IT);,Cynodon dactylon,Leaves; Roots;,"Uproot the rhizome at any time of year, except in winter","Clean the rhizomes, dry them in the sun and store them in wooden containers, protected from woodworm and air. Replace them frequently as they spoil easily",Amenorrhea;        ,https://www.gbif.org/species/6109637,6109637,https://temperate.theferns.info/viewtropical.php?id=Cynodon+dactylon,"Bermuda grass is reported to be photosensitizing in animals. Under certain environmental conditions the plant can produce hydrocyanic acid and so is potentially toxic to livestock. The plant is also said to cause contact dermatitis and, with its high production of pollen, can be a major cause of hayfever.","Along roadsides and in exposed rocky or sandy sites. It sometimes forms dense mats on the upper parts of beaches and near mangrove swamps.",evergreen perennial,"It grows best where mean daily temperatures are above 24°c. Temperatures of -2 to -3°c usually kill the leaves and stems back to the ground, but the rhizomes survive these temperatures and regrowth is rapid when the weather warms up.  Plants can survive short periods with temperatures falling to about -10°c. Bermuda grass is reported to tolerate an annual precipitation of 90 - 4,290mm, though it is generally found in the tropics in areas where the mean annual rainfall is in the range 600 - 1,800mm. Prefers a warm sunny position in a well-drained soil. The plant can grow in very diverse conditions of soil and moisture, withstanding drought well and also tending to eliminate other plants. It spreads quite rapidly, rooting at the nodes, becoming difficult to eradicate and can be a serious weed in cultivated land. Tolerant of a broad soil pH range from 4.3 - 8.4, but grows best with a soil pH above 5.5. Is reported to tolerate alkali soil conditions, disease, drought, frost, grazing, herbicide, heavy metal, heavy soil, insects, laterite, nematodes, peat, poor soil, salt, sand, atmospheric pollution, ultraviolet, virus, water-logging and weeds. It is unproductive in poor dry soils and is best adapted to relatively fertile, well-drained soils with a pH of 6.0-7.0, in humid areas. Plants withstand long periods of drought, as they produce little growth in dry weather. Plants vary greatly in habit according to soil and climate, and occur in several natural strains which differ widely in size, colour (bright, yellow-green to dull blue-green), texture of stars and leaves, size of spikes, and grazing value. Most varieties are poor seeders and are propagated by their creeping stem. Bermudagrass can form dense cover in almost pure stands, practically anywhere. Abundant as a weed along roadsides, in lawns, on sandy wastes, along sand dunes, and readily takes possession of any uncultivated area.","Young leaves. A cooling drink is made from the leaves.",,"Plants are sometimes grown as a cover for warm sunny banks and are sometimes used for lawns. They stay green even in hot and dry weather. Plants spread rapidly by means of both stolons and rhizomes, they give complete ground cover in 4 - 8 weeks when planted 30 - 45cm apart. They succeed on most soil types and requires very little mowing on poor soils. Valuable as a ground cover to bind the soil and prevent erosion due to its long runners that root at the nodes.","Seed - sow spring in a greenhouse and only just cover the seed. Germination should take place within 2 weeks. Prick out the seedlings into individual pots when they are large enough to handle, and grow them on in the greenhouse for their first winter. Plant out into their permanent positions in late spring. There are almost 4,000,000 seeds per kilo. Division in late spring. Very simple, plants can be propagated easily from rooted sideshoots, establishing quickly when planted straight into the soil."
Burning bush (EN); Dittamo (IT);,Dictamnus albus,Leaves;,,,Amenorrhea; Dysmenorrhea;        ,https://www.gbif.org/species/5421338,5421338,https://temperate.theferns.info/viewtropical.php?id=Dictamnus+albus,,"Woodland margins and rocky scree, mainly on calcareous soils",perennial,"An easily grown plant, succeeding in ordinary garden soil. It prefers a dry sunny position with some lime and is not suitable for heavy or damp soils. Established plants are drought tolerant. The whole plant contains a very aromatic essential oil, giving out a scent somewhat like lemon peel. When the plant is bruised, this smell becomes more like fine balsam. This essential oil is emitted from the plant in hot weather and, on a still day, can be ignited and will burn for a second or two without harming the plant, thus giving the plant its common name. Slugs are strongly attracted to this plant and can destroy it by eating all the young growth in spring. The flowers are very attractive to bees.","A lemon-scented tea is made from the dried leaves. Refreshing and aromatic.","The plant contains an essential oil. Yields from the fresh flowering plant are around 3% on a dry weight basis. This oil is used as a cosmetic",,"Seed - best sown in a cold frame as soon as it is ripe. Cold stratify stored seed for 6 weeks and sow in the spring in a cold frame. The seed usually germinates in 1 - 6 months at 15°c. As soon as they are large enough to handle, prick the seedlings out into individual pots and grow them on in the greenhouse for at least their first winter. Plant them out into their permanent positions in late spring or early summer, after the last expected frosts. Division in spring. Take care since the plant resents root disturbance. The plant can also be divided in autumn. We have found it best to tease out divisions from the side of the clump to avoid the need to dig up the main clump. Try to get divisions that already have formed roots. Pot them up in a greenhouse and grow them on for a year to make sure they are well established before planting them out. Root cuttings in late autumn."
Rue (EN); Ruta (IT);,Ruta graveolens,Leaves; Flowering tops;,Harvest just before flowering,Dry in the shade and store in paper or cloth bags,Amenorrhea;        ,https://www.gbif.org/species/3190382,3190382,https://temperate.theferns.info/viewtropical.php?id=Ruta+graveolens,"The sap contains furanocoumarins, sensitizing the skin to light and causing blistering or dermatitis in sensitive people","Rocks, old walls and dry hills, mainly on limestone.",evergreen shrub,"Succeeds in any soil but is hardier in a poor dry soil. Prefers an open sunny position. Prefers a partially shaded sheltered dry position but succeeds in full sun.  Prefers a well-drained or rocky soil. Likes some lime in the soil. Established plants are drought tolerant. Hardy to about -10°c, possibly to lower temperatures when it is grown in a dry soil. The bruised leaves have a pleasant orange-like fragrance. It is one of the most pleasant herbs to inhale. Rue releases its scent in a remarkable way. The essential oil is contained in a cavity immediately beneath the surface of the leaf, above which is a thin layer of cells pierced by a cavity in the middle. The cells swell up and bend inwards, pressing on the essential oil beneath, which is driven to the surface of the leaf and there released. Rue is a poor companion plant for many other species, growing badly with sage, cabbage and sweet basil. It is a good companion for roses and raspberries. Plants in this genus are notably resistant to honey fungus.","Leaves - raw or used as a seasoning.  It is occasionally eaten in salads, but is strongly aromatic and slightly toxic, so should only be used in small quantities.  The taste is strong and bitter. The leaves contain rutin, which has a beneficial effect upon the circulatory system. The leaves can be brewed into a tea.","The growing or the dried plant can be used to repel insects, it is most useful when the plant is grown near roses and raspberries. The dried herb can also be put in the linen cupboard to repel moths. The growing plant is also said to repel cats. A red dye is obtained from the plant. An essential oil is obtained from the leaves and young shoots, it is used in perfumery and as a food flavouring. The plant was formerly used as a strewing herb. Plants can be grown for ground cover when planted about 45cm apart each way. They can be trimmed back in spring to keep them bushy.",,"Seed - best sown as soon as it is ripe in a cold frame, it can also be sown in early to mid spring in a cold frame. When they are large enough to handle, prick the seedlings out into individual pots and grow them on in the greenhouse for their first winter. Plant them out into their permanent positions in late spring or early summer, after the last expected frosts. Cuttings of young shoots in late spring. Cuttings of half-ripe wood, mid summer in a frame. Very easy. Layering in early summer. Old plants often self-layer."
Black nightshade (EN); Morella (IT);,Solanum nigrum,Leaves;,,,,https://www.gbif.org/species/9150405,9150405,https://temperate.theferns.info/viewtropical.php?id=Solanum+nigrum,"The unripe fruit contains the highest concentration of toxins. Toxicity can vary considerably according to where the plant is grown and the cultivar that is being grown.","Uncultivated and waste land. It is a common garden weed.",annual,". It grows best in areas where annual daytime temperatures are within the range 21 - 28°c, but can tolerate 8 - 40°c. It prefers a mean annual rainfall in the range 1,000 - 1,600mm, but tolerates 500 - 2,700mm. Grows best in full sun, but plants tolerate a reasonable level of shade. An easily grown plant, it succeeds in most soils, growing best when there is a high content of organic matter in the soil. Intolerant of dry conditions according to one report,  whilst another says that they are very tolerant of dry soils. Prefers a pH in the range 6.5 - 7.5, tolerating 4.3 - 8.5. A first harvest of the leaves can take place about 2 - 3 months after sowing the seed. Caterpillars and slugs are particularly fond of this plant and can totally destroy it. Grows well with clover. Does not grow well with wormwood or white mustard and, when these plants are growing close to S. Nigra, they increase its content of toxic alkaloids.","Fruit - cooked. Used in preserves, jams and pies. A pleasant musky taste. Somewhat like a tomato, but much less pleasant, it improves slightly after a frost. Only the fully ripe fruits should be used, the unripe fruits contain the toxin solanine. Young leaves and new shoots - raw or cooked as a potherb or added to soups.","This species has been found to be effective in removing Polychlorinated biphenyls (PCB's) from the soil and detoxifying them. The plant is more effective in doing this if it is infected with the bacterial parasite Agrobacterium tumefaciens.",,"Seed - sow spring in situ. The seed can also be sown in a greenhouse during the spring if required. Prick out the seedlings into individual pots when they are large enough to handle and plant out in late spring."
Common nettle (EN); Ortica (IT);,Urtica dioica,Leaves; Roots; ,The roots should be harvested at the end of summer. The aerial parts are harvested from spring to autumn,"Dry the plant in the shade and store it in boxes or crates, protected from damp and dust. The roots should be dried in the sun and stored in canvas bags",Metrorrhagia; Menorrhagia;,https://www.gbif.org/species/7960979,7960979,https://temperate.theferns.info/viewtropical.php?id=Urtica+dioica,"The leaves of the plants have stinging hairs, causing irritation to the skin. This action is neutralized by heat or by thorough drying, so the cooked leaves are perfectly safe and nutritious. However, only young leaves should be used because older leaves develop gritty particles called cystoliths which act as an irritant to the kidneys.","Waste ground, hedgerows, woods etc, preferring a rich soil and avoiding acid soils.",perennial,"The plant grows best in areas where annual daytime temperatures are within the range 12 - 22°c, but can tolerate 8 - 28°c. When dormant, the plant can survive temperatures down to about -25°c. It prefers a mean annual rainfall in the range 600 - 2,000mm, but tolerates 450 - 2,400mm. Grows best in full sun, but can tolerate fairly high levels of shade. Prefers a soil rich in phosphates and nitrogen. Plants must be grown in a deep rich soil if good quality fibre is required. Prefers a pH in the range 7 - 8.5, tolerating 6.5 - 9. These figures for pH do not seem correct - we have grown very healthy nettles on soils with a pH lower than 6. A dioecious plant, both male and female forms must be grown if seed is required.","Young leaves - cooked as a potherb and added to soups etc. They can also be dried for winter use. Nettles are a very valuable addition to the diet, , they are a very nutritious food that is easily digested and is high in minerals (especially iron) and vitamins (especially A and C).  Only use young leaves (see the notes above on toxicity) and wear stout gloves when harvesting them to prevent being stung. Cooking the leaves, or thoroughly drying them, neutralizes the sting, rendering the leaf safe to eat. The young shoots, harvested in the spring when 15 - 20cm long complete with the underground stem are very nice. Old leaves can be laxative. The plants are harvested commercially for extraction of the chlorophyll, which is used as a green colouring agent (E140) in foods and medicines. A tea is made from the dried leaves, it is warming on a winters day. A bland flavour, it can be added as a tonic to China tea. The juice of the leaves, or a decoction of the herb, can be used as a rennet substitute in curdling plant milks. Nettle beer is brewed from the young shoots.","A strong flax-like fibre is obtained from the stems. Used for making string and cloth,  it also makes a good quality paper.  It is harvested as the plant begins to die down in early autumn and is retted before the fibres are extracted. The fibre is produced in less abundance than from flax (Linun usitatissimum) and is also more difficult to extract. The plant matter left over after the fibres have been extracted are a good source of biomass and have been used in the manufacture of sugar, starch, protein and ethyl alcohol. The water extracts of nettle can be used successfully to control angular leaf-spot of cucumber by 32-66%. Although many different species of insects feed on nettles, flies are repelled by the plant so a bunch of freshly cut stems has been used as a repellent in food cupboards. The juice of the plant, or a decoction formed by boiling the herb in a strong solution of salt, will curdle milks and thus acts as a rennet substitute.  This same juice, if rubbed into small seams of leaky wooden tubs, will coagulate and make the tub watertight again. A hair wash is made from the infused leaves and this is used as a tonic and antidandruff treatment. A beautiful and permanent green dye is obtained from a decoction of the leaves and stems. A yellow dye is obtained from the root when boiled with alum.","A good companion plant to grow in the orchard and amongst soft fruit. So long as it is not allowed to totally over-run the plants, it seems to improve the health of soft fruit that grows nearby and also to protect the fruit from birds, but it can make harvesting very difficult. The growing plant increases the essential oil content of other nearby plants, thus making them more resistant to insect pests. A very important plant for wildlife. There are at least 30 species of insects that feed on it and the caterpillars of several lepidoptera species are dependant upon it for food. An essential ingredient of 'QR' herbal compost activator. This is a dried and powdered mixture of several herbs that can be added to a compost heap in order to speed up bacterial activity and thus shorten the time needed to make the compost. The leaves are also an excellent addition to the compost heap and they can be soaked for 7 - 21 days in water to make a very nutritious liquid feed for plants. This liquid feed is both insect repellent and a good foliar feed.","Seed - sow spring in a cold frame, only just covering the seed. Prick out the seedlings into individual pots when they are large enough to handle, and plant them out in the summer. Division succeeds at almost any time in the growing season. Very easy, plant them straight out into their permanent positions."
Field maple (EN); Acero (IT);,Acer campestre,Bark;,,,To regulate menstrual cycle; Dysmenorrhea;       ,https://www.gbif.org/species/3189863,3189863,https://temperate.theferns.info/viewtropical.php?id=Acer+campestre,,"Open deciduous woods, hedgerows and scrub, usually on basic soils.",dedicious tree,"Acer campestre is a very cold-hardy plant, able to tolerate temperatures down to around -30°c when dormant. Of easy cultivation, it prefers a good moist well-drained soil in a sunny position but tolerates some shade. Does well on chalky soils, tolerating a pH as high as 8, but becoming a shrub in such conditions. Does not thrive in soils with a pH much below 6. Grows well in heavy clay soils. Tolerates atmospheric pollution. Growth is fast once the trees are established, but this later slows down and trees take about 50 years to reach maturity. The best sap production comes from cold-winter areas with continental climates. The tree trunk is tapped in the early spring, the sap flowing better on warm sunny days following a frost. The field maple is a bad companion plant, inhibiting the growth of nearby plants. A good bee plant. This species has often been coppiced in the past for its wood. Trees produce seed in about 10 years from sowing.","The sap contains a certain amount of sugar and can either be used as a drink, or can be concentrated into a syrup by boiling off the water. The concentration of sugar is considerably lower than in the sugar maples (A. saccharum). The syrup can be used as a sweetener on many foods.","Wood - fine-grained, tough, elastic, hard to split, takes a high polish and is seldom attacked by insects. Trees are seldom large enough to supply much usable timber, but when available it is much valued by cabinet makers. It is also used for cups bowls etc.  The wood of the roots is often knotted and is valued for small objects of cabinet work. The wood is an excellent fuel. A charcoal made from the wood is a good fuel.","A fast growing plant and bearing clipping well, it makes an excellent clipped hedge and can also be used as part of a native wildlife hedge where it is only trimmed every 3 - 4 years. It has also been used in topiary. The plant is frequently found as a shrub in light woodland, especially under oak. It is one of the first trees to colonize chalk grassland, where it is especially useful as a pioneer species when restoring native woodland.","Seed - best sown as soon as it is ripe in a cold frame, it usually germinates in the following spring. Pre-soak stored seed for 24 hours and then stratify for 2 - 4 months at 1 - 8°c. It can be slow to germinate. The seed can be harvested 'green' (when it has fully developed but before it has dried and produced any germination inhibitors) and sown immediately. It should germinate in late winter. If the seed is harvested too soon it will produce very weak plants or no plants at all. When large enough to handle, prick the seedlings out into individual pots and grow them on until they are 20cm or more tall before planting them out in their permanent positions. Layering, which takes about 12 months, is successful with most species in this genus. Cuttings of young shoots in early summer . The cuttings should have 2 - 3 pairs of leaves, plus one pair of buds at the base. Remove a very thin slice of bark at the base of the cutting, rooting is improved if a rooting hormone is used. The rooted cuttings must show new growth during the summer before being potted up otherwise they are unlikely to survive the winter."
